title,platform,category,domain,level,price,duration_hours,lessons,rating,enrollments,page,url
K-Nearest Neighbors (KNN) Algorithm in Python and R,Analytics Vidhya,Programming,Technology,N/A,Free,0.0,5,4.8,5930,1,
Fundamentals  of Regression Analysis,Analytics Vidhya,General,Technology,N/A,Free,1.0,9,4.9,10984,1,
Pandas  for Data Analysis in Python,Analytics Vidhya,Programming,Technology,N/A,Free,1.0,9,4.8,36133,1,
Building Database Agents,Analytics Vidhya,AI Agents,Technology,N/A,Free,1.0,2,4.8,926,1,
Building a Customized Newsletter AI Agent,Analytics Vidhya,General,Technology,N/A,Free,0.0,1,4.6,11256,1,
Agentic AI Design  Patterns,Analytics Vidhya,General,Technology,N/A,Free,2.0,4,4.5,2585,1,
Build a QA RAG system with Langchain,Analytics Vidhya,General,Technology,N/A,Free,0.0,1,5.0,942,1,
Improving Real World RAG Systems :Key Challenges,Analytics Vidhya,General,Technology,N/A,Free,1.0,1,4.8,2160,1,
Building Your First Computer Vision Model,Analytics Vidhya,General,Technology,N/A,Free,34.0,1,4.8,826,1,
MidJourney: From Inspiration to Implementation,Analytics Vidhya,General,Technology,N/A,Free,1.0,1,4.6,497,1,
Building Text Classification Models in NLP,Analytics Vidhya,AI/ML,Technology,N/A,Free,1.0,2,4.8,2127,1,
Nano Course Cutting Edge LLM Tricks,Analytics Vidhya,Generative AI,Technology,N/A,Free,0.0,1,4.6,194,1,
Introduction  to Data Visualization,Analytics Vidhya,General,Technology,N/A,Free,0.0,1,4.9,508,1,
Machine Learning Certification Course for Beginners,Analytics Vidhya,General,Technology,N/A,Free,6.0,5,4.5,86735,1,
Introduction to Business Analytics,Analytics Vidhya,General,Technology,N/A,Free,1.0,5,4.5,24961,1,
Introduction to PyTorch for Deep Learning,Analytics Vidhya,General,Technology,N/A,Free,0.0,4,5.0,7276,1,
Time Series Forecasting using Python,Analytics Vidhya,Programming,Technology,N/A,Free,0.0,4,4.7,62534,1,
Build Your 2025 Winning Data Science Resume with AI,Analytics Vidhya,General,Technology,N/A,Free,2.0,3,4.5,38156,1,
Essential : SQL Skills for Data Beginners,Analytics Vidhya,General,Technology,N/A,Free,2.0,2,0.0,40494,1,
A comprehensive Learning path to become a Data Analyst,Analytics Vidhya,General,Technology,N/A,Free,2.0,3,4.6,1026,1,
Mastering Multilingual  GenAI Open-Weight for Indic Language,Analytics Vidhya,Generative AI,Technology,N/A,Free,1.0,1,4.6,261,1,
A Comprehensive Learning Path to Become  a Data Scientist in 2025,Analytics Vidhya,General,Technology,N/A,Free,2.0,5,4.8,7012,1,
Introduction to Cloud,Analytics Vidhya,General,Technology,N/A,Free,1.0,1,4.7,401,1,
Dimensionality Reduction for Machine Learning,Analytics Vidhya,General,Technology,N/A,Free,0.0,5,4.9,6074,1,
Getting Started with Decision Trees,Analytics Vidhya,General,Technology,N/A,Free,0.0,1,4.6,41210,1,
Twitter Sentiment Analysis (Using Python),Analytics Vidhya,Programming,Technology,N/A,Free,0.0,1,4.8,14915,1,
Big Mart Sales Prediction Using R,Analytics Vidhya,General,Technology,N/A,Free,0.0,1,4.6,15801,1,
Loan Prediction Practice Problem (Using Python),Analytics Vidhya,Programming,Technology,N/A,Free,0.0,1,4.8,36120,1,
Claude Code:  The Coding Assistant,Analytics Vidhya,General,Technology,N/A,Paid,0.0,0,0.0,100,1,
"Claude 4.5: Smarter, Faster  & More Human AI",Analytics Vidhya,General,Technology,N/A,Free,0.0,3,4.6,305,1,
NotebookLM Essentials to Pro: The Complete Practical Guide,Analytics Vidhya,General,Technology,N/A,Free,0.0,0,4.7,519,1,
ChatGPT  as  Your Assistant,Analytics Vidhya,General,Technology,N/A,Free,1.0,2,4.6,7091,1,
Real World Projects on RAG,Analytics Vidhya,General,Technology,N/A,Free,5.0,5,4.6,378,1,
Real World Projects on AI Agents,Analytics Vidhya,AI Agents,Technology,N/A,Free,5.0,5,4.7,317,1,
Strands Agent  Learning Path,Analytics Vidhya,General,Technology,N/A,Free,6.0,4,4.7,182,1,
Data Analyst  Learning Path,Analytics Vidhya,General,Technology,N/A,Free,12.0,10,4.7,8922,1,
AI Agents  Learning Path,Analytics Vidhya,AI Agents,Technology,N/A,Free,12.0,9,4.6,10999,1,
Vibe Coding  Learning Path,Analytics Vidhya,General,Technology,N/A,Free,9.0,5,4.6,9933,1,
GenAI  Learning Path,Analytics Vidhya,Generative AI,Technology,N/A,Free,9.0,7,4.6,37804,1,
Data Science Learning Path,Analytics Vidhya,General,Technology,N/A,Free,30.0,9,4.7,28323,1,
Modeling Time-series Data  with Deep learning,Analytics Vidhya,General,Technology,N/A,Free,1.0,4,4.8,151,1,
Building AI agents with Amazon Bedrock AgentCore,Analytics Vidhya,AI Agents,Technology,N/A,Free,1.0,1,4.8,179,1,
Foundations of Vector Database,Analytics Vidhya,General,Technology,N/A,Free,0.0,0,4.7,338,1,
"Gemini 3: The AI   That Thinks,  Sees and Creates",Analytics Vidhya,General,Technology,N/A,Free,1.0,5,4.7,834,1,
RIP  Data Scientists,Analytics Vidhya,General,Technology,N/A,Free,1.0,1,4.7,837,1,
Building Multi Agent Systems with Strands Agents,Analytics Vidhya,AI Agents,Technology,N/A,Free,2.0,1,4.7,595,1,
Vibe Coding with Cursor,Analytics Vidhya,General,Technology,N/A,Free,1.0,2,4.8,464,1,
Advanced Strands Agents with MCP,Analytics Vidhya,AI Agents,Technology,N/A,Free,1.0,1,4.7,585,1,
GenAI to Build Exciting Games,Analytics Vidhya,Generative AI,Technology,N/A,Free,2.0,4,4.9,950,1,
MCP: Unlock AI integrations with real-world demos,Analytics Vidhya,General,Technology,N/A,Free,1.0,1,4.8,711,1,
Exploratory Data Analysis with Python & GenAI,Analytics Vidhya,Generative AI,Technology,N/A,Free,1.0,1,4.6,10586,1,
Ace a Data Scientist Interview in 2025,Analytics Vidhya,General,Technology,N/A,Free,2.0,6,4.5,36177,1,
LangChain   Fundamentals,Analytics Vidhya,General,Technology,N/A,Free,2.0,4,4.5,1400,1,
Introduction to CrewAI: Building a Researcher Assistant Agent,Analytics Vidhya,General,Technology,N/A,Free,0.0,2,4.7,11707,1,
Understanding the working of Neural Networks,Analytics Vidhya,General,Technology,N/A,Free,2.0,2,4.7,1472,1,
Vibe Coding with Replit,Analytics Vidhya,General,Technology,N/A,Free,1.0,2,4.8,11472,1,
Excel : From Beginner  to Expert,Analytics Vidhya,General,Technology,N/A,Free,2.0,5,4.6,56164,1,
A Complete MLops Journey,Analytics Vidhya,General,Technology,N/A,Free,2.0,1,4.6,1373,1,
Data Analysis with Apache Hive,Analytics Vidhya,General,Technology,N/A,Free,2.0,3,4.7,876,1,
No Code Predictive Analytics with Orange,Analytics Vidhya,General,Technology,N/A,Free,1.0,1,4.5,531,1,
Building Intelligent Chatbots using AI,Analytics Vidhya,General,Technology,N/A,Free,0.0,1,4.5,2089,1,
GenAI for Everyone,Analytics Vidhya,Generative AI,Technology,N/A,Free,1.0,2,4.6,46231,1,
A B C of Coding to Build AI Agents,Analytics Vidhya,AI Agents,Technology,N/A,Free,4.0,5,4.9,16632,1,
Getting Started  with Kimi K2,Analytics Vidhya,General,Technology,N/A,Free,0.0,1,4.7,143,1,
Getting  Started with Tableau,Analytics Vidhya,General,Technology,N/A,Free,2.0,2,4.5,36739,1,
How to Build an Image Generator Web App with Zero Coding,Analytics Vidhya,General,Technology,N/A,Free,0.0,2,4.7,2872,1,
Building and Evaluating RAG System,Analytics Vidhya,General,Technology,N/A,Free,2.0,2,4.6,1112,1,
Guide to Vibe Coding in Windsurf,Analytics Vidhya,General,Technology,N/A,Free,0.0,1,4.8,11733,1,
Build Products 10x Faster with GenAI,Analytics Vidhya,Generative AI,Technology,N/A,Free,0.0,1,4.8,39686,1,
Building a Collaborative  Multi-Agent system,Analytics Vidhya,General,Technology,N/A,Free,0.0,1,4.7,638,1,
Building Smarter LLMs  with Mamba and  State Space Model,Analytics Vidhya,Generative AI,Technology,N/A,Free,2.0,4,4.6,824,1,
Nano Banana : Image Magic with  Gemini 2.5 Flash,Analytics Vidhya,General,Technology,N/A,Free,1.0,2,4.8,7544,1,
Getting Started with Strands Agents: Build Your First AI Agent,Analytics Vidhya,AI Agents,Technology,N/A,Free,2.0,1,4.6,1224,1,
n8n - A Complete Guide to Automation Tool,Analytics Vidhya,General,Technology,N/A,Free,1.0,1,4.8,13213,1,
Building ML Pipelines using MLflow & DVC,Analytics Vidhya,General,Technology,N/A,Free,2.0,6,4.9,553,1,
Generative AI on AWS,Analytics Vidhya,General,Technology,N/A,Free,1.0,6,4.7,38729,1,
Model Deployment using FastAPI,Analytics Vidhya,General,Technology,N/A,Free,1.0,3,4.5,2297,1,
Demystifying OpenAI  Agents SDK,Analytics Vidhya,AI Agents,Technology,N/A,Free,0.0,6,4.7,445,1,
Build a Document Retriever Search Engine with LangChain,Analytics Vidhya,General,Technology,N/A,Free,0.0,1,5.0,1504,1,
Exploring Stability. AI,Analytics Vidhya,General,Technology,N/A,Free,1.0,1,4.9,421,1,
Adaptive Email Agents with DSPy,Analytics Vidhya,AI Agents,Technology,N/A,Free,0.0,0,4.7,123,1,
Knowledge Bases & Memory for Agentic AI,Analytics Vidhya,General,Technology,N/A,Free,0.0,6,4.5,12238,1,
Building  Data Analyst AI Agent,Analytics Vidhya,General,Technology,N/A,Free,1.0,1,4.6,19935,1,
Building Scalable  Industry Applications with RAG and Agents,Analytics Vidhya,AI Agents,Technology,N/A,Free,0.0,1,4.8,719,1,
OpenEngage: Build a complete AI Driven Marketing Engine,Analytics Vidhya,General,Technology,N/A,Free,1.0,2,4.5,1302,1,
Building a Deep Research AI Agent,Analytics Vidhya,General,Technology,N/A,Free,1.0,1,4.5,14856,1,
Mastering Multimodal  RAG & Embeddings  with Amazon Nova & Bedrock,Analytics Vidhya,General,Technology,N/A,Free,5.0,4,4.8,1500,1,
Frameworks  for effective Problem Solving,Analytics Vidhya,General,Technology,N/A,Free,0.0,3,4.7,282,1,
Framework to Choose the Right LLM  For your Business,Analytics Vidhya,Generative AI,Technology,N/A,Paid,1.0,6,4.5,677,1,
Introduction to AI & ML,Analytics Vidhya,General,Technology,N/A,Free,1.0,3,4.9,23536,1,
Microsoft Excel Formulas & Functions,Analytics Vidhya,General,Technology,N/A,Free,3.0,6,4.8,40696,1,
Tableau for Beginners,Analytics Vidhya,General,Technology,N/A,Free,0.0,7,4.7,14373,1,
Introduction to Natural Language Processing,Analytics Vidhya,General,Technology,N/A,Free,5.0,4,4.6,39861,1,
Introduction  to Python,Analytics Vidhya,Programming,Technology,N/A,Free,1.0,20,4.9,163276,1,
Deploying Strands Agents with Amazon Bedrock AgentCore,Analytics Vidhya,AI Agents,Technology,N/A,Free,0.0,1,4.6,448,1,
Docker for Absolute Beginners,Analytics Vidhya,General,Technology,N/A,Free,1.0,3,4.8,386,1,
Foundations of Data Science,Analytics Vidhya,General,Technology,N/A,Free,1.0,3,4.8,29498,1,
Building Agentic AI  System with Bedrock,Analytics Vidhya,General,Technology,N/A,Free,1.0,1,4.5,12575,1,
Build Data Pipelines with Apache Airflow,Analytics Vidhya,General,Technology,N/A,Free,3.0,9,5.0,1211,1,
Building a Sentiment Classification Pipeline with DistilBert and Airflow,Analytics Vidhya,General,Technology,N/A,Free,1.0,1,4.6,304,1,
Introduction to Transformers and Attention Mechanisms,Analytics Vidhya,General,Technology,N/A,Free,3.0,3,4.6,2554,1,
Mastering Agentic Conversation Pattern with AG2,Analytics Vidhya,General,Technology,N/A,Free,0.0,1,4.6,11366,1,
Coding a ChatGPT-style Language Model From Scratch in Pytorch,Analytics Vidhya,General,Technology,N/A,Free,1.0,1,4.6,3968,1,
Navigating LLM Tradeoffs Techniques for   Speed & Accuracy,Analytics Vidhya,Generative AI,Technology,N/A,Free,0.0,1,4.8,230,1,
Data Preprocessing on a Real-World Problem,Analytics Vidhya,General,Technology,N/A,Free,1.0,1,4.5,800,1,
Getting Started With  Large Language Models,Analytics Vidhya,General,Technology,N/A,Free,1.0,6,4.6,49867,1,
Exploring-natural-language processing using deep learning,Analytics Vidhya,General,Technology,N/A,Free,4.0,4,4.5,2408,1,
Ensemble Learning  and Ensemble Learning Techniques,Analytics Vidhya,General,Technology,N/A,Free,0.0,5,4.8,7721,1,
Evaluation Metrics for Machine Learning Models,Analytics Vidhya,General,Technology,N/A,Free,2.0,4,4.6,5477,1,
Exploring OpenAI o3 and o4-mini,Analytics Vidhya,General,Technology,N/A,Free,1.0,3,4.7,1127,1,
Deep Dive Into QwQ-32B,Analytics Vidhya,General,Technology,N/A,Free,1.0,1,4.8,827,1,
Build a Resume Review Agentic System with CrewAI,Analytics Vidhya,General,Technology,N/A,Free,0.0,1,4.8,13541,1,
Getting Started with OpenAI o3-mini,Analytics Vidhya,General,Technology,N/A,Free,1.0,3,4.8,1335,1,
Reimagining GenAI: Common Mistakes and Best Practices   for Success,Analytics Vidhya,Generative AI,Technology,N/A,Free,0.0,30,4.8,1274,1,
Building LLM Applications using Prompt Engineering,Analytics Vidhya,Generative AI,Technology,N/A,Free,2.0,3,4.7,41576,1,
Bagging and Boosting ML Algorithms,Analytics Vidhya,General,Technology,N/A,Free,1.0,6,4.5,781,1,
Understanding Linear  Regression,Analytics Vidhya,General,Technology,N/A,Free,1.0,1,4.7,1015,1,
The A to Z of Unsupervised ML,Analytics Vidhya,General,Technology,N/A,Free,1.0,1,4.8,1005,1,
Build your first RAG system using LlamaIndex,Analytics Vidhya,General,Technology,N/A,Free,2.0,3,4.9,41511,1,
Getting Started with  Deep Learning,Analytics Vidhya,General,Technology,N/A,Free,9.0,4,4.8,35140,1,
Dreambooth: Stable DIffusion  for Custom Images,Analytics Vidhya,General,Technology,N/A,Free,1.0,2,4.8,389,1,
Nano Course: Building Large Language Models for Code,Analytics Vidhya,General,Technology,N/A,Free,1.0,2,4.7,2946,1,
Building Data Stories using Excel and  Tableau,Analytics Vidhya,General,Technology,N/A,Free,9.0,5,4.7,801,1,
Naive Bayes from Scratch,Analytics Vidhya,General,Technology,N/A,Free,0.0,2,4.5,6771,1,
Building Agent using AutoGen,Analytics Vidhya,General,Technology,N/A,Free,3.0,2,4.5,11381,1,
Analyzing Data with Power BI,Analytics Vidhya,General,Technology,N/A,Free,3.0,2,4.5,37190,1,
Foundations of Model Context Protocol,Analytics Vidhya,General,Technology,N/A,Free,0.0,1,4.8,1117,1,
Revolutionizing Query Resolution  with a RAG System  Assisted by Agents,Analytics Vidhya,AI Agents,Technology,N/A,Free,0.0,1,4.6,902,1,
xAI Grok 3: Smartest AI on Earth,Analytics Vidhya,General,Technology,N/A,Free,0.0,6,4.5,1662,1,
DeepSeek from Scratch,Analytics Vidhya,General,Technology,N/A,Free,1.0,1,4.6,5411,1,
Getting Started with DeepSeek-AI,Analytics Vidhya,General,Technology,N/A,Free,0.0,2,4.9,3249,1,
End to end RAG Application Development with LangChain and Streamlit,Analytics Vidhya,General,Technology,N/A,Free,0.0,1,4.5,2265,1,
Learning Autonomous Driving Behaviors with LLMs and RL,Analytics Vidhya,Generative AI,Technology,N/A,Free,1.0,1,5.0,281,1,
GenAI for Quantitative  Finance & Control Implementation,Analytics Vidhya,Generative AI,Technology,N/A,Free,1.0,1,4.8,1761,1,
Creating Problem-Solving Agents with  GenAI for Actions,Analytics Vidhya,Generative AI,Technology,N/A,Free,1.0,1,4.5,640,1,
Generative AI - A Way of Life,Analytics Vidhya,General,Technology,N/A,Free,4.0,3,4.5,51437,1,
K-Nearest Neighbors (KNN) Algorithm in Python and R,Analytics Vidhya,Programming,Technology,N/A,Free,0.0,5,4.8,5930,1,
Fundamentals  of Regression Analysis,Analytics Vidhya,General,Technology,N/A,Free,1.0,9,4.9,10984,1,
Pandas  for Data Analysis in Python,Analytics Vidhya,Programming,Technology,N/A,Free,1.0,9,4.8,36133,1,
Building Database Agents,Analytics Vidhya,AI Agents,Technology,N/A,Free,1.0,2,4.8,926,1,
Building a Customized Newsletter AI Agent,Analytics Vidhya,General,Technology,N/A,Free,0.0,1,4.6,11256,1,
Agentic AI Design  Patterns,Analytics Vidhya,General,Technology,N/A,Free,2.0,4,4.5,2585,1,
Build a QA RAG system with Langchain,Analytics Vidhya,General,Technology,N/A,Free,0.0,1,5.0,942,1,
Improving Real World RAG Systems :Key Challenges,Analytics Vidhya,General,Technology,N/A,Free,1.0,1,4.8,2160,1,
Building Your First Computer Vision Model,Analytics Vidhya,General,Technology,N/A,Free,34.0,1,4.8,826,1,
MidJourney: From Inspiration to Implementation,Analytics Vidhya,General,Technology,N/A,Free,1.0,1,4.6,497,1,
Building Text Classification Models in NLP,Analytics Vidhya,AI/ML,Technology,N/A,Free,1.0,2,4.8,2127,1,
Nano Course Cutting Edge LLM Tricks,Analytics Vidhya,Generative AI,Technology,N/A,Free,0.0,1,4.6,194,1,
Introduction  to Data Visualization,Analytics Vidhya,General,Technology,N/A,Free,0.0,1,4.9,508,1,
Machine Learning Certification Course for Beginners,Analytics Vidhya,General,Technology,N/A,Free,6.0,5,4.5,86735,1,
Introduction to Business Analytics,Analytics Vidhya,General,Technology,N/A,Free,1.0,5,4.5,24961,1,
Introduction to PyTorch for Deep Learning,Analytics Vidhya,General,Technology,N/A,Free,0.0,4,5.0,7276,1,
Time Series Forecasting using Python,Analytics Vidhya,Programming,Technology,N/A,Free,0.0,4,4.7,62534,1,
Build Your 2025 Winning Data Science Resume with AI,Analytics Vidhya,General,Technology,N/A,Free,2.0,3,4.5,38156,1,
Essential : SQL Skills for Data Beginners,Analytics Vidhya,General,Technology,N/A,Free,2.0,2,0.0,40494,1,
A comprehensive Learning path to become a Data Analyst,Analytics Vidhya,General,Technology,N/A,Free,2.0,3,4.6,1026,1,
Mastering Multilingual  GenAI Open-Weight for Indic Language,Analytics Vidhya,Generative AI,Technology,N/A,Free,1.0,1,4.6,261,1,
A Comprehensive Learning Path to Become  a Data Scientist in 2025,Analytics Vidhya,General,Technology,N/A,Free,2.0,5,4.8,7012,1,
Introduction to Cloud,Analytics Vidhya,General,Technology,N/A,Free,1.0,1,4.7,401,1,
Dimensionality Reduction for Machine Learning,Analytics Vidhya,General,Technology,N/A,Free,0.0,5,4.9,6074,1,
Getting Started with Decision Trees,Analytics Vidhya,General,Technology,N/A,Free,0.0,1,4.6,41210,1,
Twitter Sentiment Analysis (Using Python),Analytics Vidhya,Programming,Technology,N/A,Free,0.0,1,4.8,14915,1,
Big Mart Sales Prediction Using R,Analytics Vidhya,General,Technology,N/A,Free,0.0,1,4.6,15801,1,
Loan Prediction Practice Problem (Using Python),Analytics Vidhya,Programming,Technology,N/A,Free,0.0,1,4.8,36120,1,
Claude Code:  The Coding Assistant,Analytics Vidhya,General,Technology,N/A,Paid,0.0,0,0.0,100,1,
"Claude 4.5: Smarter, Faster  & More Human AI",Analytics Vidhya,General,Technology,N/A,Free,0.0,3,4.6,305,1,
NotebookLM Essentials to Pro: The Complete Practical Guide,Analytics Vidhya,General,Technology,N/A,Free,0.0,0,4.7,519,1,
ChatGPT  as  Your Assistant,Analytics Vidhya,General,Technology,N/A,Free,1.0,2,4.6,7091,1,
Real World Projects on RAG,Analytics Vidhya,General,Technology,N/A,Free,5.0,5,4.6,378,1,
Real World Projects on AI Agents,Analytics Vidhya,AI Agents,Technology,N/A,Free,5.0,5,4.7,317,1,
Strands Agent  Learning Path,Analytics Vidhya,General,Technology,N/A,Free,6.0,4,4.7,182,1,
Data Analyst  Learning Path,Analytics Vidhya,General,Technology,N/A,Free,12.0,10,4.7,8922,1,
AI Agents  Learning Path,Analytics Vidhya,AI Agents,Technology,N/A,Free,12.0,9,4.6,10999,1,
Vibe Coding  Learning Path,Analytics Vidhya,General,Technology,N/A,Free,9.0,5,4.6,9933,1,
GenAI  Learning Path,Analytics Vidhya,Generative AI,Technology,N/A,Free,9.0,7,4.6,37804,1,
Data Science Learning Path,Analytics Vidhya,General,Technology,N/A,Free,30.0,9,4.7,28323,1,
Modeling Time-series Data  with Deep learning,Analytics Vidhya,General,Technology,N/A,Free,1.0,4,4.8,151,1,
Building AI agents with Amazon Bedrock AgentCore,Analytics Vidhya,AI Agents,Technology,N/A,Free,1.0,1,4.8,179,1,
Foundations of Vector Database,Analytics Vidhya,General,Technology,N/A,Free,0.0,0,4.7,338,1,
"Gemini 3: The AI   That Thinks,  Sees and Creates",Analytics Vidhya,General,Technology,N/A,Free,1.0,5,4.7,834,1,
RIP  Data Scientists,Analytics Vidhya,General,Technology,N/A,Free,1.0,1,4.7,837,1,
Building Multi Agent Systems with Strands Agents,Analytics Vidhya,AI Agents,Technology,N/A,Free,2.0,1,4.7,595,1,
Vibe Coding with Cursor,Analytics Vidhya,General,Technology,N/A,Free,1.0,2,4.8,464,1,
Advanced Strands Agents with MCP,Analytics Vidhya,AI Agents,Technology,N/A,Free,1.0,1,4.7,585,1,
GenAI to Build Exciting Games,Analytics Vidhya,Generative AI,Technology,N/A,Free,2.0,4,4.9,950,1,
MCP: Unlock AI integrations with real-world demos,Analytics Vidhya,General,Technology,N/A,Free,1.0,1,4.8,711,1,
